FeatureName,Year,Value,Energy Type,Energy Consuming Sector
Clackmannanshire,2016,0,Bioenergy & Wastes,Commercial
Scottish Borders,2016,990.037,All,Domestic
Highland,2016,598.451,Gas,Domestic
Highland,2016,177.581,Gas,Commercial
North Ayrshire,2016,151.137,Electricity,Commercial
North Ayrshire,2016,609.045,Petroleum Products,Road Transport
Highland,2016,330.901,Electricity,Commercial
Highland,2016,1942.424,All,Domestic
Highland,2016,49.716,Bioenergy & Wastes,Domestic
Scottish Borders,2016,0,Coal,Agriculture
Clackmannanshire,2016,311.504,Electricity,All
North Ayrshire,2016,3.124,Manufactured Fuels,All
Scottish Borders,2016,18.736,Bioenergy & Wastes,Domestic
West Dunbartonshire,2016,7.809,Petroleum Products,Domestic
Na h-Eileanan Siar,2016,39.784,Electricity,Industrial
Argyll and Bute,2016,5.506,Coal,Domestic
Argyll and Bute,2016,723.371,Petroleum Products,Road Transport
Scottish Borders,2016,31.851,Petroleum Products,Rail
North Lanarkshire,2016,499.577,Electricity,Industrial
Argyll and Bute,2016,29.785,Coal,Industrial
Dundee City,2016,0,Coal,Agriculture
Dundee City,2016,0.018,Coal,Industrial
Dumfries and Galloway,2016,601.812,Gas,Domestic
Argyll and Bute,2016,82.832,Electricity,Commercial
Argyll and Bute,2016,2.496,Petroleum Products,Commercial
Scottish Borders,2016,292.732,Petroleum Products,Agriculture
North Lanarkshire,2016,4.047,Coal,All
Dumfries and Galloway,2016,48.463,Coal,All
Scottish Borders,2016,0.296,Coal,Commercial
North Lanarkshire,2016,788.254,Electricity,Industrial & Commercial
Aberdeenshire,2016,0.795,Coal,Commercial
Dumfries and Galloway,2016,1192.655,Gas,All
Dundee City,2016,1.361,Petroleum Products,Commercial
Na h-Eileanan Siar,2016,186.922,All,Transport
Dumfries and Galloway,2016,1248.791,All,Domestic
Dundee City,2016,5.691,Petroleum Products,Domestic
Falkirk,2016,680.178,Manufactured Fuels,Industrial
Aberdeenshire,2016,2525.881,All,Transport
Aberdeenshire,2016,372.804,Petroleum Products,Agriculture
Argyll and Bute,2016,127.666,Petroleum Products,Industrial
Dundee City,2016,710.355,Petroleum Products,Road Transport
Na h-Eileanan Siar,2016,2.768,Manufactured Fuels,All
Na h-Eileanan Siar,2016,182.099,Petroleum Products,Road Transport
Na h-Eileanan Siar,2016,37.232,Petroleum Products,Agriculture
Argyll and Bute,2016,746.791,All,Domestic
Dundee City,2016,0.658,Manufactured Fuels,All
Dumfries and Galloway,2016,0.741,Petroleum Products,Public Sector
West Dunbartonshire,2016,0.481,Manufactured Fuels,All
Na h-Eileanan Siar,2016,0,Petroleum Products,Rail
Dumfries and Galloway,2016,23.793,Petroleum Products,Rail
Dundee City,2016,80.446,Petroleum Products,Industrial
North Ayrshire,2016,0.197,Coal,Commercial
West Dunbartonshire,2016,573.914,Petroleum Products,All
Dundee City,2016,2.825,Bioenergy & Wastes,Domestic
Dundee City,2016,1409.992,Gas,All
Argyll and Bute,2016,747.79,All,Transport
Aberdeenshire,2016,64.432,Bioenergy & Wastes,Road Transport
Na h-Eileanan Siar,2016,23.649,Bioenergy & Wastes,All
East Dunbartonshire,2016,1.797,Manufactured Fuels,Domestic
North Lanarkshire,2016,27.87,Bioenergy & Wastes,Domestic
Aberdeenshire,2016,125.387,Bioenergy & Wastes,All
North Ayrshire,2016,1023.754,Gas,Industrial
Falkirk,2016,906.801,Gas,Domestic
Dumfries and Galloway,2016,2062.594,Petroleum Products,Road Transport
Scottish Borders,2016,195.664,Petroleum Products,Domestic
Dumfries and Galloway,2016,22.476,Bioenergy & Wastes,Industrial
Falkirk,2016,1360.256,Gas,All
Dundee City,2016,0.003,Bioenergy & Wastes,Commercial
Na h-Eileanan Siar,2016,14.542,Coal,All
West Dunbartonshire,2016,15.909,Bioenergy & Wastes,All
Dumfries and Galloway,2016,5252.919,All,All
Aberdeenshire,2016,1228.86,Electricity,All
Dundee City,2016,0.658,Manufactured Fuels,Domestic
North Lanarkshire,2016,0,Coal,Rail
Na h-Eileanan Siar,2016,0.889,Gas,Commercial
Aberdeenshire,2016,1723.376,All,Industrial & Commercial
North Lanarkshire,2016,0.026,Coal,Commercial
Na h-Eileanan Siar,2016,6.598,Bioenergy & Wastes,Industrial
Aberdeenshire,2016,21.267,Manufactured Fuels,All
Dumfries and Galloway,2016,536.155,Electricity,Industrial & Commercial
North Ayrshire,2016,0.316,Petroleum Products,Public Sector
Aberdeenshire,2016,45.944,Bioenergy & Wastes,Domestic
North Lanarkshire,2016,0,Coal,Agriculture
Na h-Eileanan Siar,2016,12.326,Gas,Domestic
Dumfries and Galloway,2016,333.253,Electricity,Domestic
Dundee City,2016,0,Manufactured Fuels,Industrial
Aberdeenshire,2016,291.902,Petroleum Products,Industrial
Aberdeenshire,2016,237.628,Gas,Industrial
North Ayrshire,2016,633.89,Bioenergy & Wastes,Commercial
Aberdeenshire,2016,5.61,Manufactured Fuels,Industrial
Highland,2016,15.331,Coal,Domestic
Aberdeen City,2016,1094.511,All,Transport
Clackmannanshire,2016,402.967,All,Domestic
East Dunbartonshire,2016,39.346,Petroleum Products,Industrial
Highland,2016,1096.467,Bioenergy & Wastes,All
West Dunbartonshire,2016,8.135,Petroleum Products,Agriculture
Aberdeenshire,2016,15.657,Manufactured Fuels,Domestic
Falkirk,2016,157.653,Electricity,Commercial
Orkney Islands,2016,34.267,Electricity,Industrial
North Lanarkshire,2016,3.224,Coal,Domestic
Orkney Islands,2016,0,Coal,Agriculture
North Lanarkshire,2016,0.744,Coal,Industrial
Scottish Borders,2016,43.715,Bioenergy & Wastes,Industrial
North Ayrshire,2016,660.905,Electricity,All
North Ayrshire,2016,627.86,All,Transport
Shetland Islands,2016,0,Petroleum Products,Rail
Clackmannanshire,2016,82.035,Electricity,Commercial
Aberdeen City,2016,1350.934,Gas,Domestic
West Lothian,2016,3.653,Coal,All
Highland,2016,385.342,Gas,Industrial
Aberdeen City,2016,1151.352,Electricity,All
Aberdeen City,2016,306.686,Gas,Commercial
East Dunbartonshire,2016,1.267,Coal,Domestic
Aberdeen City,2016,21.679,Petroleum Products,Domestic
Highland,2016,35.666,Petroleum Products,Public Sector
Highland,2016,3202.163,All,Industrial & Commercial
Clackmannanshire,2016,0.02,Coal,Commercial
West Dunbartonshire,2016,642.199,All,Domestic
North Ayrshire,2016,412.691,Electricity,Industrial & Commercial
Highland,2016,7395.977,All,All
Orkney Islands,2016,2.092,Coal,Domestic
East Dunbartonshire,2016,952.848,All,Domestic
Dundee City,2016,0.005,Bioenergy & Wastes,Industrial
Scottish Borders,2016,88.264,Petroleum Products,Industrial
Dundee City,2016,1.082,Petroleum Products,Agriculture
Aberdeenshire,2016,2282.293,All,Domestic
Aberdeenshire,2016,3.682,Petroleum Products,Commercial
Dundee City,2016,676.996,Electricity,All
Falkirk,2016,276.656,Electricity,Domestic
North Ayrshire,2016,10.417,Bioenergy & Wastes,Domestic
Dundee City,2016,1043.59,All,Domestic
Falkirk,2016,14905.447,All,Industrial & Commercial
Scottish Borders,2016,509.535,Gas,Domestic
Scottish Borders,2016,797.132,Gas,All
Dumfries and Galloway,2016,404.454,Gas,Industrial
Dumfries and Galloway,2016,339.802,Electricity,Industrial
Falkirk,2016,0.067,Coal,Public Sector
West Dunbartonshire,2016,486.33,Gas,Domestic
Scottish Borders,2016,75.754,Coal,All
Falkirk,2016,1220.774,All,Domestic
Falkirk,2016,2.714,Manufactured Fuels,Domestic
Aberdeenshire,2016,8.867,Bioenergy & Wastes,Industrial
Falkirk,2016,2.718,Coal,All
Dumfries and Galloway,2016,2138.979,All,Transport
Falkirk,2016,0,Coal,Agriculture
Dundee City,2016,210.522,Gas,Commercial
West Dunbartonshire,2016,1.63,Bioenergy & Wastes,Domestic
Falkirk,2016,1.022,Petroleum Products,Public Sector
Orkney Islands,2016,2.198,Manufactured Fuels,Domestic
Dundee City,2016,0.695,Petroleum Products,Public Sector
Orkney Islands,2016,2.198,Manufactured Fuels,All
Dundee City,2016,811.047,Petroleum Products,All
Falkirk,2016,1424.021,All,Transport
Aberdeenshire,2016,414.242,Electricity,Industrial
West Dunbartonshire,2016,0.194,Coal,All
Scottish Borders,2016,196.871,Gas,Industrial
Dumfries and Galloway,2016,29.008,Bioenergy & Wastes,Domestic
West Dunbartonshire,2016,0,Bioenergy & Wastes,Commercial
Falkirk,2016,1.657,Petroleum Products,Commercial
East Ayrshire,2016,934.785,All,Industrial & Commercial
East Lothian,2016,274.336,Electricity,Industrial & Commercial
Renfrewshire,2016,3691.656,All,All
North Lanarkshire,2016,0.599,Petroleum Products,Public Sector
West Dunbartonshire,2016,339.762,Electricity,All
Dundee City,2016,141.143,Electricity,Commercial
Na h-Eileanan Siar,2016,7.655,Bioenergy & Wastes,Domestic
East Lothian,2016,0.685,Manufactured Fuels,Industrial
East Ayrshire,2016,91.973,Bioenergy & Wastes,Industrial
East Renfrewshire,2016,635.379,Petroleum Products,All
East Lothian,2016,0.197,Coal,Public Sector
East Ayrshire,2016,194.598,Electricity,Domestic
East Renfrewshire,2016,746.451,Gas,All
City of Edinburgh,2016,1459.926,Electricity,Industrial & Commercial
Renfrewshire,2016,0.805,Coal,Domestic
East Ayrshire,2016,100.341,Petroleum Products,Agriculture
East Lothian,2016,19.629,Bioenergy & Wastes,Road Transport
City of Edinburgh,2016,0.074,Manufactured Fuels,Industrial
Dundee City,2016,385.402,Electricity,Industrial & Commercial
Angus,2016,0,Coal,Agriculture
Angus,2016,4.898,Manufactured Fuels,All
Argyll and Bute,2016,5.942,Manufactured Fuels,Domestic
Renfrewshire,2016,0.423,Petroleum Products,Public Sector
City of Edinburgh,2016,2727.27,Gas,Domestic
Na h-Eileanan Siar,2016,0.684,Petroleum Products,Commercial
Angus,2016,168.867,Electricity,Industrial
City of Edinburgh,2016,925.267,Electricity,Industrial
Angus,2016,225.992,Gas,Industrial
Argyll and Bute,2016,143.346,Electricity,Industrial
East Lothian,2016,29.81,Bioenergy & Wastes,Industrial
Argyll and Bute,2016,122.825,Petroleum Products,Agriculture
East Ayrshire,2016,94.74,Gas,Commercial
East Renfrewshire,2016,0.387,Petroleum Products,Commercial
Orkney Islands,2016,0,Coal,Rail
City of Edinburgh,2016,4550.348,Gas,All
East Lothian,2016,187.71,Electricity,Domestic
Renfrewshire,2016,0.04,Coal,Commercial
Dundee City,2016,19.632,Bioenergy & Wastes,Road Transport
Argyll and Bute,2016,452.073,Gas,All
Dundee City,2016,456.822,Gas,Industrial
West Dunbartonshire,2016,0.95,Petroleum Products,Public Sector
Dundee City,2016,0,Coal,Rail
Renfrewshire,2016,175.256,Electricity,Commercial
Argyll and Bute,2016,130.809,Petroleum Products,Domestic
East Renfrewshire,2016,0.199,Petroleum Products,Public Sector
Angus,2016,0,Manufactured Fuels,Industrial
Orkney Islands,2016,0.884,Coal,Public Sector
East Ayrshire,2016,0.289,Petroleum Products,Public Sector
East Ayrshire,2016,887.822,All,Transport
Orkney Islands,2016,0,Gas,Commercial
East Ayrshire,2016,0,Coal,Rail
Angus,2016,97.579,Electricity,Commercial
East Renfrewshire,2016,1.847,Manufactured Fuels,Domestic
City of Edinburgh,2016,106.753,Bioenergy & Wastes,All
Argyll and Bute,2016,314.536,Gas,Domestic
East Lothian,2016,136.346,Gas,Industrial
East Ayrshire,2016,17.255,Bioenergy & Wastes,Domestic
Angus,2016,514.192,Electricity,All
North Lanarkshire,2016,3033.893,Petroleum Products,All
East Ayrshire,2016,433.17,Electricity,All
City of Edinburgh,2016,1247.965,Gas,Industrial
Argyll and Bute,2016,0,Coal,Agriculture
City of Edinburgh,2016,0,Coal,Rail
Renfrewshire,2016,1570.527,Gas,All
Angus,2016,4.898,Manufactured Fuels,Domestic
East Lothian,2016,100.468,Electricity,Commercial
East Renfrewshire,2016,12.068,Petroleum Products,Industrial
City of Edinburgh,2016,3628.866,All,Domestic
East Renfrewshire,2016,9.582,Petroleum Products,Domestic
Renfrewshire,2016,0,Coal,Agriculture
Na h-Eileanan Siar,2016,245.161,All,Domestic
North Lanarkshire,2016,33.133,Petroleum Products,Domestic
East Ayrshire,2016,66.211,Coal,All
Angus,2016,967.094,All,Transport
Dundee City,2016,2921.352,All,All
Orkney Islands,2016,134.114,Electricity,All
Dundee City,2016,11.418,Petroleum Products,Rail
East Renfrewshire,2016,641.22,Gas,Domestic
Orkney Islands,2016,0,Gas,Industrial
City of Edinburgh,2016,534.66,Electricity,Commercial
City of Edinburgh,2016,864.059,Electricity,Domestic
East Renfrewshire,2016,819.433,All,Domestic
Renfrewshire,2016,0,Coal,Industrial
Dundee City,2016,0.001,Coal,Public Sector
City of Edinburgh,2016,8.717,Bioenergy & Wastes,Commercial
East Renfrewshire,2016,0,Bioenergy & Wastes,Commercial
Na h-Eileanan Siar,2016,15.146,Gas,All
Angus,2016,247.747,Electricity,Domestic
Angus,2016,0.02,Coal,Rail
Renfrewshire,2016,770.291,Electricity,All
East Ayrshire,2016,63.737,Bioenergy & Wastes,Commercial
Angus,2016,3.572,Bioenergy & Wastes,Commercial
North Lanarkshire,2016,20.063,Petroleum Products,Rail
Dundee City,2016,244.259,Electricity,Industrial
City of Edinburgh,2016,10.813,Petroleum Products,Agriculture
Renfrewshire,2016,171.513,Gas,Commercial
Argyll and Bute,2016,718.543,All,Industrial & Commercial
Orkney Islands,2016,7.194,Coal,All
East Lothian,2016,903.805,Petroleum Products,All
East Renfrewshire,2016,72.035,Gas,Industrial
East Lothian,2016,4.179,Manufactured Fuels,Domestic
East Renfrewshire,2016,16.171,Bioenergy & Wastes,Road Transport
East Ayrshire,2016,5.523,Manufactured Fuels,All
East Renfrewshire,2016,0,Coal,Industrial
East Renfrewshire,2016,33.196,Gas,Commercial
East Renfrewshire,2016,15.857,Petroleum Products,Agriculture
City of Edinburgh,2016,3.696,Manufactured Fuels,All
East Lothian,2016,541.675,Gas,Domestic
East Ayrshire,2016,76.742,Petroleum Products,Industrial
East Lothian,2016,0,Coal,Rail
Angus,2016,893.631,Gas,All
East Lothian,2016,3.247,Coal,Domestic
Angus,2016,38.324,Petroleum Products,Rail
Argyll and Bute,2016,1157.117,Petroleum Products,All
City of Edinburgh,2016,0.122,Coal,Public Sector
Na h-Eileanan Siar,2016,0,Coal,Agriculture
Argyll and Bute,2016,226.178,Electricity,Industrial & Commercial
Renfrewshire,2016,478.549,Electricity,Industrial & Commercial
City of Edinburgh,2016,3.329,Coal,Domestic
Angus,2016,87.368,Petroleum Products,Agriculture
Dundee City,2016,0.174,Coal,Domestic
Angus,2016,5.155,Bioenergy & Wastes,Industrial
East Ayrshire,2016,0,Coal,Agriculture
East Renfrewshire,2016,78.03,Electricity,Industrial & Commercial
Dundee City,2016,742.648,Gas,Domestic
City of Edinburgh,2016,2767.213,Petroleum Products,Road Transport
East Lothian,2016,13.325,Bioenergy & Wastes,Domestic
City of Edinburgh,2016,203.527,Petroleum Products,Industrial
East Ayrshire,2016,4.47,Petroleum Products,Rail
Angus,2016,266.445,Electricity,Industrial & Commercial
Renfrewshire,2016,303.293,Electricity,Industrial
Orkney Islands,2016,127.477,Petroleum Products,Agriculture
East Ayrshire,2016,0.377,Coal,Public Sector
Renfrewshire,2016,0,Bioenergy & Wastes,Commercial
East Ayrshire,2016,4.456,Coal,Domestic
Angus,2016,24.034,Bioenergy & Wastes,Road Transport
Renfrewshire,2016,1338.324,All,Domestic
Orkney Islands,2016,0,Gas,Domestic
Na h-Eileanan Siar,2016,2.694,Coal,Domestic
Orkney Islands,2016,350.331,Petroleum Products,All
Argyll and Bute,2016,44.765,Petroleum Products,Public Sector
City of Edinburgh,2016,3547.677,All,Industrial & Commercial
Angus,2016,810.149,All,Industrial & Commercial
Angus,2016,15.622,Bioenergy & Wastes,Domestic
East Renfrewshire,2016,0,Manufactured Fuels,Industrial
East Ayrshire,2016,2820.031,All,All
Renfrewshire,2016,19.193,Petroleum Products,Agriculture
Renfrewshire,2016,1141.514,Petroleum Products,Road Transport
East Renfrewshire,2016,0,Coal,Agriculture
East Lothian,2016,39.679,Petroleum Products,Agriculture
Renfrewshire,2016,0,Manufactured Fuels,Industrial
City of Edinburgh,2016,2895.967,All,Transport
Angus,2016,2737.808,All,All
East Lothian,2016,62.834,Gas,Commercial
Angus,2016,1263.35,Petroleum Products,All
East Renfrewshire,2016,2.705,Petroleum Products,Rail
City of Edinburgh,2016,53.73,Petroleum Products,Rail
City of Edinburgh,2016,0,Coal,Agriculture
West Dunbartonshire,2016,14.279,Bioenergy & Wastes,Road Transport
Orkney Islands,2016,11.616,Bioenergy & Wastes,All
Argyll and Bute,2016,499.148,Electricity,All
Renfrewshire,2016,1179.43,All,Industrial & Commercial
East Ayrshire,2016,5.523,Manufactured Fuels,Domestic
West Dunbartonshire,2016,1645.124,All,All
Orkney Islands,2016,0.273,Coal,Commercial
City of Edinburgh,2016,3064.674,Petroleum Products,All
Renfrewshire,2016,1.491,Manufactured Fuels,Domestic
East Lothian,2016,730.118,Petroleum Products,Road Transport
Angus,2016,3.804,Coal,Domestic
East Ayrshire,2016,1.056,Petroleum Products,Commercial
City of Edinburgh,2016,2323.985,Electricity,All
Na h-Eileanan Siar,2016,0.393,Petroleum Products,Public Sector
East Lothian,2016,4.864,Manufactured Fuels,All
Argyll and Bute,2016,19.234,Bioenergy & Wastes,Road Transport
Na h-Eileanan Siar,2016,394.901,Petroleum Products,All
Argyll and Bute,2016,0.141,Manufactured Fuels,Industrial
Dumfries and Galloway,2016,17.984,Manufactured Fuels,All
Na h-Eileanan Siar,2016,11.063,Coal,Industrial
East Lothian,2016,83.422,Bioenergy & Wastes,All
Na h-Eileanan Siar,2016,4.573,Bioenergy & Wastes,Commercial
Na h-Eileanan Siar,2016,0,Coal,Rail
Na h-Eileanan Siar,2016,42.034,Petroleum Products,Industrial
Angus,2016,563.492,Gas,Domestic
East Renfrewshire,2016,28.576,Electricity,Commercial
City of Edinburgh,2016,575.113,Gas,Commercial
East Renfrewshire,2016,23.307,Bioenergy & Wastes,All
East Renfrewshire,2016,0,Coal,Rail
Renfrewshire,2016,291.743,Electricity,Domestic
Angus,2016,106.456,Petroleum Products,Industrial
Angus,2016,9.11,Coal,Industrial
Na h-Eileanan Siar,2016,0.587,Coal,Public Sector
East Lothian,2016,51.743,Petroleum Products,Domestic
East Lothian,2016,0.244,Coal,Commercial
Na h-Eileanan Siar,2016,22.989,Electricity,Commercial
West Dunbartonshire,2016,0.023,Coal,Public Sector
Angus,2016,13.354,Coal,All
Argyll and Bute,2016,0.924,Coal,Commercial
Angus,2016,125.002,Petroleum Products,Domestic
East Lothian,2016,572.946,Coal,Industrial
Orkney Islands,2016,1,Bioenergy & Wastes,Commercial
Na h-Eileanan Siar,2016,168.955,All,Industrial & Commercial
East Lothian,2016,782.929,All,Transport
East Lothian,2016,801.879,All,Domestic
East Lothian,2016,740.855,Gas,All
Renfrewshire,2016,36.43,Bioenergy & Wastes,All
Na h-Eileanan Siar,2016,2.768,Manufactured Fuels,Domestic
Angus,2016,0.177,Coal,Commercial
Argyll and Bute,2016,1.089,Coal,Public Sector
Argyll and Bute,2016,2213.124,All,All
East Lothian,2016,0,Coal,Agriculture
East Renfrewshire,2016,158.792,Electricity,Domestic
East Renfrewshire,2016,594.583,Petroleum Products,Road Transport
Renfrewshire,2016,1.491,Manufactured Fuels,All
East Renfrewshire,2016,1644.665,All,All
